,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy
262,4,6,8,6,0,0,0,4,2,8,0,4,4,10,3,0,0,0,2,1,5,1,8,3,6,0,0,1,16,1,0,0,4,8,7,1,11,5,24,0,0,24,6,2,4,11,1,6,6,8,3,1,2,3,0,2,3,5,9,6,0,0.166666667,0.25,0.333333333,0.25,0,0,0,0.166666667,0.083333333,0.333333333,0,0.166666667,0.166666667,0.416666667,0.125,0,0,0,0.083333333,0.041666667,0.208333333,0.041666667,0.333333333,0.125,0.25,0,0,0.041666667,0.666666667,0.041666667,0,0,0.166666667,0.333333333,0.291666667,0.041666667,0.458333333,0.208333333,1,0,0,1,0.25,0.083333333,0.166666667,0.458333333,0.041666667,0.25,0.25,0.333333333,0.125,0.041666667,0.083333333,0.125,0,0.083333333,0.125,0.208333333,0.375,0.25,0,0.074708425,0.399641139,0.483321099,0.042329337,0,0,0,0.293613898,0.040779708,0.191012152,0,0.383329255,0.081559416,0.468558845,0.040779708,0,0,0,0.032623766,0.001304951,0.418073567,0.008155942,0.393605742,0.032623766,0.164668461,0,0,0.008155942,0.613245249,0.008155942,0,0,0.041024386,0.449881739,0.392790148,0.122339124,0.531441155,0.156267841,1,0,0,1,0.15496289,0.130495066,0.554604029,0.158633064,0.001304951,0.652475328,0.179430715,0.116303727,0.017861512,0.033928717,0.538292146,0.546448087,0,0.024467825,0.091020308,0.676943153,0.092569937,0.15496289,0
263,5,3,8,7,2,0,0,0,5,12,0,2,2,11,4,0,0,0,3,0,3,2,4,4,7,0,0,0,20,2,0,0,5,8,3,4,9,6,25,1,3,23,8,1,2,11,4,6,6,6,5,2,0,0,3,4,4,2,13,7,1,0.192307692,0.115384615,0.307692308,0.269230769,0.076923077,0,0,0,0.192307692,0.461538462,0,0.076923077,0.076923077,0.423076923,0.153846154,0,0,0,0.115384615,0,0.115384615,0.076923077,0.153846154,0.153846154,0.269230769,0,0,0,0.769230769,0.076923077,0,0,0.192307692,0.307692308,0.115384615,0.153846154,0.346153846,0.230769231,0.961538462,0.038461538,0.115384615,0.884615385,0.307692308,0.038461538,0.076923077,0.423076923,0.153846154,0.230769231,0.230769231,0.230769231,0.192307692,0.076923077,0,0,0.115384615,0.153846154,0.153846154,0.076923077,0.5,0.269230769,0.038461538,0.019257547,0.653275264,0.248866767,0.044529375,0.022220247,0,0,0,0.026664297,0.903712263,0,0.008888099,0.016294848,0.877047966,0.039996445,0,0,0,0.022220247,0,0.204426273,0.00453293,0.017776198,0.697715759,0.201552455,0,0,0,0.911119012,0.048884544,0,0,0.032589696,0.688916541,0.013332148,0.183687376,0.69030901,0.23109057,0.995555951,0.004444049,0.650312565,0.349687435,0.044440494,0.159985779,0.044440494,0.716973306,0.034159927,0.035552395,0.23109057,0.681420911,0.035552395,0.00453293,0,0,0.034071046,0.035552395,0.031108346,0.199982224,0.728912986,0.039996445,0.004444049
264,2,4,6,9,1,0,0,3,1,8,0,4,1,8,5,2,0,1,3,1,1,1,7,0,6,1,1,1,16,1,0,1,4,6,5,2,9,5,20,2,0,22,8,1,2,10,1,5,6,7,4,0,1,2,0,2,4,2,6,6,2,0.090909091,0.181818182,0.272727273,0.409090909,0.045454545,0,0,0.136363636,0.045454545,0.363636364,0,0.181818182,0.045454545,0.363636364,0.227272727,0.090909091,0,0.045454545,0.136363636,0.045454545,0.045454545,0.045454545,0.318181818,0,0.272727273,0.045454545,0.045454545,0.045454545,0.727272727,0.045454545,0,0.045454545,0.181818182,0.272727273,0.227272727,0.090909091,0.409090909,0.227272727,0.909090909,0.090909091,0,1,0.363636364,0.045454545,0.090909091,0.454545455,0.045454545,0.227272727,0.272727273,0.318181818,0.181818182,0,0.045454545,0.090909091,0,0.090909091,0.181818182,0.090909091,0.272727273,0.272727273,0.090909091,0.019113814,0.104257168,0.752968433,0.112076455,0.01158413,0,0,0.092673038,0.301187373,0.098754706,0,0.417028671,0.01158413,0.755574862,0.097885896,0.034752389,0,0.023168259,0.039965248,0.00086881,0.347523892,0.069504778,0.799304952,0,0.054155807,0.023168259,0.01158413,0.01158413,0.922965537,0.01158413,0,0.023168259,0.041702867,0.498117579,0.470894874,0.034752389,0.551983782,0.058789458,0.971618882,0.028381118,0,1,0.383434694,0.069504778,0.359108022,0.187083695,0.00086881,0.706631914,0.139009557,0.123370982,0.030987547,0,0.347523892,0.359108022,0,0.034752389,0.057920649,0.359108022,0.118447727,0.355053577,0.028381118
265,2,4,1,0,0,1,0,1,0,1,0,2,1,1,2,0,0,0,1,0,1,0,3,0,1,0,0,1,5,0,0,0,1,4,4,0,6,0,6,1,0,6,2,0,3,2,0,3,1,3,0,0,2,3,0,0,0,3,0,2,0,0.285714286,0.571428571,0.142857143,0,0,0.142857143,0,0.142857143,0,0.142857143,0,0.285714286,0.142857143,0.142857143,0.285714286,0,0,0,0.142857143,0,0.142857143,0,0.428571429,0,0.142857143,0,0,0.142857143,0.714285714,0,0,0,0.142857143,0.571428571,0.571428571,0,0.857142857,0,0.857142857,0.142857143,0,0.857142857,0.285714286,0,0.428571429,0.285714286,0,0.428571429,0.142857143,0.428571429,0,0,0.285714286,0.428571429,0,0,0,0.428571429,0,0.285714286,0,0.235294118,0.529411765,0.235294118,0,0,0.058823529,0,0.235294118,0,0.058823529,0,0.411764706,0.058823529,0.235294118,0.235294118,0,0,0,0.058823529,0,0.235294118,0,0.470588235,0,0.058823529,0,0,0.058823529,0.705882353,0,0,0,0.058823529,0.647058824,0.529411765,0,0.764705882,0,0.823529412,0.176470588,0,0.941176471,0.235294118,0,0.529411765,0.235294118,0,0.529411765,0.058823529,0.411764706,0,0,0.470588235,0.529411765,0,0,0,0.529411765,0,0.235294118,0
266,4,4,2,0,0,0,0,3,1,1,0,2,2,3,2,0,0,0,1,0,1,2,5,0,1,0,0,1,8,0,0,0,1,4,6,0,8,0,10,1,0,11,4,2,2,2,1,4,3,3,0,0,2,2,1,0,0,2,2,4,0,0.363636364,0.363636364,0.181818182,0,0,0,0,0.272727273,0.090909091,0.090909091,0,0.181818182,0.181818182,0.272727273,0.181818182,0,0,0,0.090909091,0,0.090909091,0.181818182,0.454545455,0,0.090909091,0,0,0.090909091,0.727272727,0,0,0,0.090909091,0.363636364,0.545454545,0,0.727272727,0,0.909090909,0.090909091,0,1,0.363636364,0.181818182,0.181818182,0.181818182,0.090909091,0.363636364,0.272727273,0.272727273,0,0,0.181818182,0.181818182,0.090909091,0,0,0.181818182,0.181818182,0.363636364,0,0.047981721,0.746382331,0.167555217,0,0,0,0,0.106626047,0.007616146,0.06092917,0,0.304645849,0.053313024,0.175171363,0.213252094,0,0,0,0.06092917,0,0.152322925,0.022848439,0.34272658,0,0.06092917,0,0,0.015232292,0.898705255,0,0,0,0.06092917,0.335110434,0.664889566,0,0.87814166,0,0.984767708,0.015232292,0,1,0.093678599,0.030464585,0.228484387,0.609291698,0.038080731,0.693069307,0.091393755,0.177456207,0,0,0.228484387,0.228484387,0.038080731,0,0,0.228484387,0.053313024,0.093678599,0
267,1,2,2,3,0,0,0,1,0,3,0,3,1,2,4,0,0,0,3,0,1,1,3,0,2,1,0,0,8,1,0,0,3,4,4,1,6,2,10,1,0,11,2,2,2,3,2,1,4,3,0,0,1,2,1,2,1,2,4,2,0,0.090909091,0.181818182,0.181818182,0.272727273,0,0,0,0.090909091,0,0.272727273,0,0.272727273,0.090909091,0.181818182,0.363636364,0,0,0,0.272727273,0,0.090909091,0.090909091,0.272727273,0,0.181818182,0.090909091,0,0,0.727272727,0.090909091,0,0,0.272727273,0.363636364,0.363636364,0.090909091,0.545454545,0.181818182,0.909090909,0.090909091,0,1,0.181818182,0.181818182,0.181818182,0.272727273,0.181818182,0.090909091,0.363636364,0.272727273,0,0,0.090909091,0.181818182,0.090909091,0.181818182,0.090909091,0.181818182,0.363636364,0.181818182,0,0.036036036,0.18018018,0.693693694,0.036036036,0,0,0,0.036036036,0,0.054054054,0,0.81981982,0.018018018,0.693693694,0.198198198,0,0,0,0.054054054,0,0.657657658,0.036036036,0.837837838,0,0.045045045,0.009009009,0,0,0.954954955,0.009009009,0,0,0.063063063,0.873873874,0.747747748,0.009009009,0.927927928,0.018018018,0.963963964,0.036036036,0,1,0.072072072,0.054054054,0.666666667,0.18018018,0.027027027,0.657657658,0.09009009,0.198198198,0,0,0.657657658,0.666666667,0.018018018,0.027027027,0.018018018,0.666666667,0.081081081,0.072072072,0
268,2,5,4,9,1,1,0,2,2,8,0,2,2,11,3,0,0,0,2,0,3,1,3,5,5,0,0,2,16,0,0,2,2,9,3,4,6,6,21,1,2,20,1,3,4,10,4,3,9,4,3,0,1,2,3,2,4,3,12,0,2,0.090909091,0.227272727,0.181818182,0.409090909,0.045454545,0.045454545,0,0.090909091,0.090909091,0.363636364,0,0.090909091,0.090909091,0.5,0.136363636,0,0,0,0.090909091,0,0.136363636,0.045454545,0.136363636,0.227272727,0.227272727,0,0,0.090909091,0.727272727,0,0,0.090909091,0.090909091,0.409090909,0.136363636,0.181818182,0.272727273,0.272727273,0.954545455,0.045454545,0.090909091,0.909090909,0.045454545,0.136363636,0.181818182,0.454545455,0.181818182,0.136363636,0.409090909,0.181818182,0.136363636,0,0.045454545,0.090909091,0.136363636,0.090909091,0.181818182,0.136363636,0.545454545,0,0.090909091,0.028725727,0.063541308,0.103412616,0.746868896,0.011490291,0.005745145,0,0.034470872,0.068941744,0.65494657,0,0.034470872,0.057451454,0.72963346,0.045961163,0,0,0,0.034470872,0,0.33321843,0.022980581,0.057451454,0.367689303,0.103412616,0,0,0.017235436,0.861771803,0,0,0.028725727,0.034470872,0.689417442,0.068941744,0.344708721,0.137883488,0.608985407,0.988509709,0.011490291,0.045961163,0.954038837,0.011490291,0.33321843,0.063196599,0.465701482,0.126393198,0.051706308,0.769849477,0.057796162,0.057451454,0,0.022980581,0.045961163,0.103412616,0.103412616,0.551878663,0.080432035,0.327473285,0,0.287257268
269,5,11,3,14,4,0,1,1,4,18,0,2,4,11,9,2,0,1,4,2,4,1,3,9,8,2,1,0,24,5,1,2,5,12,5,10,12,14,37,1,3,35,4,3,3,17,11,4,13,14,5,0,2,3,7,4,5,4,22,3,2,0.131578947,0.289473684,0.078947368,0.368421053,0.105263158,0,0.026315789,0.026315789,0.105263158,0.473684211,0,0.052631579,0.105263158,0.289473684,0.236842105,0.052631579,0,0.026315789,0.105263158,0.052631579,0.105263158,0.026315789,0.078947368,0.236842105,0.210526316,0.052631579,0.026315789,0,0.631578947,0.131578947,0.026315789,0.052631579,0.131578947,0.315789474,0.131578947,0.263157895,0.315789474,0.368421053,0.973684211,0.026315789,0.078947368,0.921052632,0.105263158,0.078947368,0.078947368,0.447368421,0.289473684,0.105263158,0.342105263,0.368421053,0.131578947,0,0.052631579,0.078947368,0.184210526,0.105263158,0.131578947,0.105263158,0.578947368,0.078947368,0.052631579,0.076404807,0.26248524,0.257414739,0.320344516,0.062513024,0,0.055567132,0.069458915,0.040008335,0.632701257,0,0.027783566,0.083767452,0.479683267,0.229631173,0.055567132,0,0.048621241,0.125234424,0.000416753,0.256997986,0.069458915,0.13891783,0.222893658,0.361603112,0.048829617,0.006945892,0,0.853094395,0.090504966,0.000208377,0.055567132,0.097867611,0.318052372,0.159755505,0.368549003,0.324373133,0.472945753,0.993054108,0.006945892,0.081266931,0.918733069,0.097242481,0.291727443,0.09029659,0.353198583,0.167534903,0.097242481,0.618601097,0.236785441,0.026324929,0,0.020837675,0.09029659,0.159963881,0.076404807,0.159755505,0.27783566,0.41612836,0.09029659,0.041675349
27,3,4,3,3,2,0,0,1,2,9,0,0,2,6,1,1,0,0,1,0,4,0,0,4,3,0,1,0,10,3,0,0,3,4,3,5,7,7,15,1,5,11,2,2,4,7,1,2,5,5,3,0,1,2,1,1,2,4,7,1,2,0.1875,0.25,0.1875,0.1875,0.125,0,0,0.0625,0.125,0.5625,0,0,0.125,0.375,0.0625,0.0625,0,0,0.0625,0,0.25,0,0,0.25,0.1875,0,0.0625,0,0.625,0.1875,0,0,0.1875,0.25,0.1875,0.3125,0.4375,0.4375,0.9375,0.0625,0.3125,0.6875,0.125,0.125,0.25,0.4375,0.0625,0.125,0.3125,0.3125,0.1875,0,0.0625,0.125,0.0625,0.0625,0.125,0.25,0.4375,0.0625,0.125,0.019736842,0.518421053,0.378947368,0.039473684,0.011842105,0,0,0.002631579,0.047368421,0.896052632,0,0,0.034210526,0.878947368,0.005263158,0.001315789,0,0,0.005263158,0,0.402631579,0,0,0.518421053,0.365789474,0,0.001315789,0,0.944736842,0.032894737,0,0,0.021052632,0.539473684,0.017105263,0.385526316,0.538157895,0.419736842,0.998684211,0.001315789,0.526315789,0.473684211,0.002631579,0.360526316,0.057894737,0.547368421,0.031578947,0.031578947,0.388157895,0.498684211,0.05,0,0.010526316,0.015789474,0.031578947,0.010526316,0.023684211,0.384210526,0.568421053,0.001315789,0.014473684
270,7,6,8,3,0,2,2,1,2,6,0,2,3,9,4,0,0,0,2,1,3,1,6,3,6,0,0,3,15,1,0,0,8,7,8,3,10,3,23,3,1,24,5,2,5,12,2,6,6,8,3,2,3,5,1,0,6,7,7,4,1,0.269230769,0.230769231,0.307692308,0.115384615,0,0.076923077,0.076923077,0.038461538,0.076923077,0.230769231,0,0.076923077,0.115384615,0.346153846,0.153846154,0,0,0,0.076923077,0.038461538,0.115384615,0.038461538,0.230769231,0.115384615,0.230769231,0,0,0.115384615,0.576923077,0.038461538,0,0,0.307692308,0.269230769,0.307692308,0.115384615,0.384615385,0.115384615,0.884615385,0.115384615,0.038461538,0.923076923,0.192307692,0.076923077,0.192307692,0.461538462,0.076923077,0.230769231,0.230769231,0.307692308,0.115384615,0.076923077,0.115384615,0.192307692,0.038461538,0,0.230769231,0.269230769,0.269230769,0.153846154,0.038461538,0.025105354,0.057948187,0.906224525,0.004283247,0,0.003357513,0.016096718,0.006438687,0.004766839,0.464649396,0,0.441050086,0.019316062,0.906265976,0.013899827,0,0,0,0.00746114,0.003219344,0.88853886,0.001547496,0.466804836,0.01442487,0.455032815,0,0,0.016234888,0.923385147,0.006438687,0,0,0.026860104,0.451468048,0.491772021,0.447530225,0.501430052,0.453927461,0.99253886,0.00746114,4.15E-05,0.996739206,0.017119171,0.457146805,0.489340242,0.033132988,0.003260794,0.498998273,0.466804836,0.02593437,0.002611399,0.002431779,0.479682211,0.495778929,0.003219344,0,0.020075993,0.946487047,0.009091537,0.016096718,0.001022453
271,2,4,3,1,0,0,0,2,0,1,0,3,0,3,1,0,0,0,0,0,2,1,3,0,1,0,0,0,7,0,0,0,1,5,6,1,7,1,9,1,0,10,1,2,3,4,0,4,2,3,0,1,3,3,0,1,1,4,3,1,0,0.2,0.4,0.3,0.1,0,0,0,0.2,0,0.1,0,0.3,0,0.3,0.1,0,0,0,0,0,0.2,0.1,0.3,0,0.1,0,0,0,0.7,0,0,0,0.1,0.5,0.6,0.1,0.7,0.1,0.9,0.1,0,1,0.1,0.2,0.3,0.4,0,0.4,0.2,0.3,0,0.1,0.3,0.3,0,0.1,0.1,0.4,0.3,0.1,0,0.008478634,0.038027098,0.952085857,0.001408411,0,0,0,0.016900932,0,0.802794287,0,0.145066336,0,0.952085857,0.001408411,0,0,0,0,0,0.945043802,0.007042055,0.15069998,0,0.802794287,0,0,0,0.966169967,0,0,0,0.001408411,0.159178615,0.184530013,0.802794287,0.185938424,0.802794287,0.991549534,0.008450466,0,1,0.008450466,0.809836343,0.176051379,0.005661812,0,0.178868201,0.809836343,0.011267288,0,2.82E-05,0.176051379,0.176051379,0,0.001408411,2.82E-05,0.978845666,0.008478634,0.008450466,0
272,7,4,7,8,1,2,1,2,2,8,0,5,5,10,5,0,0,0,4,0,4,2,7,5,5,0,0,4,16,1,0,0,6,13,9,2,10,6,29,1,0,29,4,3,7,8,8,7,9,7,1,2,3,7,7,2,5,7,12,3,1,0.233333333,0.133333333,0.233333333,0.266666667,0.033333333,0.066666667,0.033333333,0.066666667,0.066666667,0.266666667,0,0.166666667,0.166666667,0.333333333,0.166666667,0,0,0,0.133333333,0,0.133333333,0.066666667,0.233333333,0.166666667,0.166666667,0,0,0.133333333,0.533333333,0.033333333,0,0,0.2,0.433333333,0.3,0.066666667,0.333333333,0.2,0.966666667,0.033333333,0,0.966666667,0.133333333,0.1,0.233333333,0.266666667,0.266666667,0.233333333,0.3,0.233333333,0.033333333,0.066666667,0.1,0.233333333,0.233333333,0.066666667,0.166666667,0.233333333,0.4,0.1,0.033333333,0.070379829,0.133673858,0.72144759,0.053208716,0.006520676,0.006520676,0.003260338,0.013041352,0.009781014,0.719143618,0,0.055425746,0.022822366,0.744183014,0.115155138,0,0,0,0.07929142,0,0.63250557,0.01630169,0.06520676,0.09781014,0.6954953,0,0,0.013041352,0.907417269,0.006520676,0,0,0.154279194,0.09411509,0.123458132,0.622724556,0.214660653,0.642286584,0.98591534,0.01408466,0,0.996739662,0.121675814,0.629245232,0.066934739,0.071205782,0.110938434,0.063674401,0.707493343,0.114937782,0.01408466,0.001999674,0.047372711,0.063674401,0.110851492,0.013041352,0.019127316,0.676617943,0.135673531,0.107591154,0.01408466
273,2,2,6,3,1,0,0,1,2,7,0,1,0,9,1,0,0,0,0,0,5,1,1,6,1,0,0,0,11,2,0,0,2,7,3,3,4,6,14,0,2,12,3,3,1,7,0,1,5,5,3,0,0,0,0,2,2,2,6,3,1,0.142857143,0.142857143,0.428571429,0.214285714,0.071428571,0,0,0.071428571,0.142857143,0.5,0,0.071428571,0,0.642857143,0.071428571,0,0,0,0,0,0.357142857,0.071428571,0.071428571,0.428571429,0.071428571,0,0,0,0.785714286,0.142857143,0,0,0.142857143,0.5,0.214285714,0.214285714,0.285714286,0.428571429,1,0,0.142857143,0.857142857,0.214285714,0.214285714,0.071428571,0.5,0,0.071428571,0.357142857,0.357142857,0.214285714,0,0,0,0,0.142857143,0.142857143,0.142857143,0.428571429,0.214285714,0.071428571,0.199134199,0.082251082,0.411255411,0.257575758,0.04978355,0,0,0.207792208,0.199134199,0.393939394,0,0.064935065,0,0.586580087,0.04978355,0,0,0,0,0,0.326839827,0.207792208,0.207792208,0.30952381,0.051948052,0,0,0,0.915584416,0.067099567,0,0,0.231601732,0.517316017,0.406926407,0.30952381,0.424242424,0.376623377,1,0,0.199134199,0.800865801,0.134199134,0.467532468,0.017316017,0.380952381,0,0.0995671,0.502164502,0.166666667,0.231601732,0,0,0,0,0.082251082,0.225108225,0.069264069,0.506493506,0.134199134,0.207792208
274,3,1,2,4,1,0,1,0,2,5,0,1,0,6,1,0,0,0,0,1,1,0,1,2,2,0,0,0,9,1,0,0,4,3,2,3,4,4,11,0,2,9,1,1,0,8,1,0,2,5,3,0,0,0,0,2,3,0,6,1,1,0.272727273,0.090909091,0.181818182,0.363636364,0.090909091,0,0.090909091,0,0.181818182,0.454545455,0,0.090909091,0,0.545454545,0.090909091,0,0,0,0,0.090909091,0.090909091,0,0.090909091,0.181818182,0.181818182,0,0,0,0.818181818,0.090909091,0,0,0.363636364,0.272727273,0.181818182,0.272727273,0.363636364,0.363636364,1,0,0.181818182,0.818181818,0.090909091,0.090909091,0,0.727272727,0.090909091,0,0.181818182,0.454545455,0.272727273,0,0,0,0,0.181818182,0.272727273,0,0.545454545,0.090909091,0.090909091,0.1625,0.191666667,0.329166667,0.283333333,0.033333333,0,0.033333333,0,0.158333333,0.225,0,0.191666667,0,0.35,0.033333333,0,0,0,0,0.0625,0.0625,0,0.033333333,0.1875,0.095833333,0,0,0,0.670833333,0.033333333,0,0,0.133333333,0.220833333,0.129166667,0.129166667,0.2875,0.191666667,1,0,0.066666667,0.933333333,0.095833333,0.0625,0,0.779166667,0.0625,0,0.095833333,0.3875,0.220833333,0,0,0,0,0.158333333,0.129166667,0,0.583333333,0.095833333,0.0625
275,0,0,3,1,0,0,0,1,2,1,0,0,0,4,0,0,0,0,0,0,2,0,1,2,1,0,0,0,4,0,0,0,0,2,0,1,1,1,4,0,0,4,1,1,0,2,0,0,1,2,1,0,0,0,0,1,1,1,1,1,0,0,0,0.75,0.25,0,0,0,0.25,0.5,0.25,0,0,0,1,0,0,0,0,0,0,0.5,0,0.25,0.5,0.25,0,0,0,1,0,0,0,0,0.5,0,0.25,0.25,0.25,1,0,0,1,0.25,0.25,0,0.5,0,0,0.25,0.5,0.25,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0,0.7,0.3,0,0,0,0.2,0.5,0.3,0,0,0,1,0,0,0,0,0,0,0.5,0,0.2,0.5,0.3,0,0,0,1,0,0,0,0,0.5,0,0.3,0.3,0.3,1,0,0,1,0.2,0.3,0,0.5,0,0,0.3,0.4,0.3,0,0,0,0,0.3,0.2,0.3,0.3,0.2,0
276,4,3,8,12,0,0,1,2,5,13,0,2,2,17,3,3,0,2,1,1,6,3,4,11,7,1,0,1,25,2,0,2,4,11,5,5,6,9,28,1,2,27,3,3,3,14,6,2,10,8,6,0,1,1,4,3,7,3,14,2,2,0.137931034,0.103448276,0.275862069,0.413793103,0,0,0.034482759,0.068965517,0.172413793,0.448275862,0,0.068965517,0.068965517,0.586206897,0.103448276,0.103448276,0,0.068965517,0.034482759,0.034482759,0.206896552,0.103448276,0.137931034,0.379310345,0.24137931,0.034482759,0,0.034482759,0.862068966,0.068965517,0,0.068965517,0.137931034,0.379310345,0.172413793,0.172413793,0.206896552,0.310344828,0.965517241,0.034482759,0.068965517,0.931034483,0.103448276,0.103448276,0.103448276,0.482758621,0.206896552,0.068965517,0.344827586,0.275862069,0.206896552,0,0.034482759,0.034482759,0.137931034,0.103448276,0.24137931,0.103448276,0.482758621,0.068965517,0.068965517,0.084349155,0.044175114,0.710849557,0.148576295,0,0,0.004012738,0.012049879,0.586396351,0.325276751,0,0.012026549,0.012049879,0.827312282,0.080313087,0.024088094,0,0.020075355,0.004012738,0.004012738,0.698799678,0.012038214,0.080324752,0.566274336,0.27307616,0.004012738,0,0.008037141,0.967874765,0.020075355,0,0.020075355,0.084325825,0.586349691,0.060226066,0.184725932,0.076288684,0.228901046,0.995987262,0.004012738,0.020075355,0.979924645,0.526123625,0.176700456,0.020063691,0.249011397,0.028100832,0.03211357,0.289162108,0.63053647,0.036149638,0,0.008013811,0.008013811,0.020075355,0.088361893,0.048187852,0.180701529,0.208849021,0.522110887,0.008025476
277,5,7,8,3,0,1,0,5,2,4,0,3,6,7,2,0,0,0,1,0,3,1,10,2,2,0,0,2,15,0,0,0,1,12,12,1,14,3,22,1,0,22,4,2,7,9,1,7,4,7,3,1,4,5,1,2,6,6,8,4,0,0.217391304,0.304347826,0.347826087,0.130434783,0,0.043478261,0,0.217391304,0.086956522,0.173913043,0,0.130434783,0.260869565,0.304347826,0.086956522,0,0,0,0.043478261,0,0.130434783,0.043478261,0.434782609,0.086956522,0.086956522,0,0,0.086956522,0.652173913,0,0,0,0.043478261,0.52173913,0.52173913,0.043478261,0.608695652,0.130434783,0.956521739,0.043478261,0,0.956521739,0.173913043,0.086956522,0.304347826,0.391304348,0.043478261,0.304347826,0.173913043,0.304347826,0.130434783,0.043478261,0.173913043,0.217391304,0.043478261,0.086956522,0.260869565,0.260869565,0.347826087,0.173913043,0,0.124425339,0.558869186,0.281509344,0.035196131,0,0.004388322,0,0.057167592,0.030807809,0.197952117,0,0.338826199,0.057167592,0.290345692,0.25962744,0,0,0,0.074810436,0,0.259567735,0.008806496,0.404800287,0.022001314,0.167144307,0,0,0.008776643,0.901994149,0,0,0,0.074810436,0.524867156,0.56009314,0.092333871,0.815302406,0.12314168,0.916383068,0.083616932,0,0.995611678,0.189235178,0.101140367,0.220013135,0.476416502,0.013194818,0.45325094,0.189145621,0.294793719,0.026389635,0.023225267,0.202429996,0.206818318,0.013194818,0.022001314,0.058391546,0.299152188,0.084811033,0.189235178,0
278,1,4,2,1,1,0,0,0,3,2,0,2,0,3,2,0,0,0,0,0,2,0,1,2,1,0,0,0,8,1,0,0,1,5,2,2,5,2,8,1,1,8,2,1,0,6,0,1,1,5,2,0,0,0,0,2,0,1,3,2,0,0.111111111,0.444444444,0.222222222,0.111111111,0.111111111,0,0,0,0.333333333,0.222222222,0,0.222222222,0,0.333333333,0.222222222,0,0,0,0,0,0.222222222,0,0.111111111,0.222222222,0.111111111,0,0,0,0.888888889,0.111111111,0,0,0.111111111,0.555555556,0.222222222,0.222222222,0.555555556,0.222222222,0.888888889,0.111111111,0.111111111,0.888888889,0.222222222,0.111111111,0,0.666666667,0,0.111111111,0.111111111,0.555555556,0.222222222,0,0,0,0,0.222222222,0,0.111111111,0.333333333,0.222222222,0,0.021505376,0.111111111,0.591397849,0.010752688,0.265232975,0,0,0,0.043010753,0.845878136,0,0.068100358,0,0.602150538,0.286738351,0,0,0,0,0,0.591397849,0,0.021505376,0.021505376,0.580645161,0,0,0,0.734767025,0.265232975,0,0,0.265232975,0.086021505,0.043010753,0.845878136,0.096774194,0.845878136,0.978494624,0.021505376,0.021505376,0.978494624,0.032258065,0.580645161,0,0.387096774,0,0.021505376,0.580645161,0.365591398,0.032258065,0,0,0,0,0.275985663,0,0.580645161,0.297491039,0.032258065,0
